플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_24,Column_25,Column_26-T,Column_27,Column_28
인천지역본부,가좌GS,000000000013002828,,,,17952,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,가좌GS,000000000013002832,,,,16536,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,가좌GS,000000000013002836,직접입력,직접입력,직접입력,765,179,F,,,,,,,,,,,,,,,,,,,
인천지역본부,가좌GS,000000000013002836,,,,21072,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002858,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,7382,146,F,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002858,외부 LEAK,노후/장기사용,부품/자재 교체,1812,23,F,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002858,,,,65808,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002859,,,,4920,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002862,,,,54408,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002863,외부 LEAK,부품/자재 불량,부품/자재 교체,5362,24,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002863,,,,81432,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002864,,,,12840,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,오산GS,000000000013002867,,,,64440,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,오산GS,000000000013002868,,,,83880,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,오산GS,000000000013002871,,,,98764,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002889,고착 (Stick),이물질 ,부품/자재 교체,4696,280,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002889,,,,83880,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002890,이완/풀림/탈락,노후/장기사용,,27227,5,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002890,,,,61344,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002891,결빙(Icing),온도변화/열팽창 ,,60354,*,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002891,,,,21408,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002892,외부 LEAK,부품/자재 불량,부품/자재 교체,35609,96,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002894,,,,44760,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002895,외부 LEAK,이완/밀봉/고정 불량,부품/자재 교체,38,119,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002895,외부 LEAK,노후/장기사용,밀봉/조임 작업,14408,23,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002895,외부 LEAK,이완/밀봉/고정 불량,분해점검,10914,118,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002895,,,,48672,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002906,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,22260,1130,F,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002906,,,,30528,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002907,,,,24936,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002908,,,,24648,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,경서GS,000000000013002918,,,,18912,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,영종GS,000000000013002928,,,,24576,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,영종GS,000000000013002932,,,,18768,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,원창GS,000000000013002935,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,422,482,F,,,,,,,,,,,,,,,,,,,
인천지역본부,원창GS,000000000013002935,,,,11400,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,원창GS,000000000013002939,,,,45144,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002942,,,,70440,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002944,,,,47520,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002948,,,,84312,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,고척GS,000000000013002958,,,,90768,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방배GS,000000000013002965,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,62493,259,F,,,,,,,,,,,,,,,,,,,
서울지역본부,방배GS,000000000013002965,,,,6504,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방배GS,000000000013002966,,,,69432,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002978,,,,24960,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,군자GS,000000000013002983,,,,93154,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,군자GS,000000000013002984,,,,65112,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013003003,외부 LEAK,부품/자재 불량,분해점검,9947,167,F,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013003003,,,,46920,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013003008,,,,98336,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013003011,,,,6096,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013003012,,,,45072,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013003013,,,,98364,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013003014,,,,88224,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013003016,,,,64272,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013003017,,,,45456,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013003019,,,,86472,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013003022,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,685,45,F,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013003022,,,,76176,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013003032,,,,66600,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,파주GS,000000000013003034,오동작/계기불량/작동불량,노후/장기사용,분해점검,75177,312,F,,,,,,,,,,,,,,,,,,,
서울지역본부,파주GS,000000000013003034,,,,5424,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,파주GS,000000000013003036,,,,71376,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,의정부GS,000000000013003042,,,,74496,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,남양주GS,000000000013003054,,,,67872,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003088,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,1693,20,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003088,내부 LEAK,부품/자재 불량,부품/자재 교체,1806,169,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003088,내부 LEAK,부품/자재 불량,부품/자재 교체,5525,51,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003088,내부 LEAK,부품/자재 불량,부품/자재 교체,7832,414,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003088,,,,21936,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003089,외부 LEAK,이물질 ,분해점검,5368,162,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003089,내부 LEAK,부품/자재 불량,부품/자재 교체,1712,33,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003089,오동작/계기불량/작동불량,이물질 ,분해점검,1265,236,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003089,직접입력,직접입력,직접입력,15284,189,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003089,내부 LEAK,부품/자재 불량,부품/자재 교체,378,325,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003089,내부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,2536,184,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003089,,,,26616,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003090,내부 LEAK,부품/자재 불량,부품/자재 교체,22690,120,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003090,내부 LEAK,부품/자재 불량,부품/자재 교체,992,369,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003090,내부 LEAK,직접입력,직접입력,4399,144,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003090,내부 LEAK,부품/자재 불량,부품/자재 교체,3416,154,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003090,,,,22776,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003091,이물질/오염,노후/장기사용,,15992,6,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003091,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,24658,190,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003091,이물질/오염,노후/장기사용,,5840,6,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013003091,,,,14376,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,천현GS,000000000013003318,,,,68016,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000013003342,,,,88416,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000013003344,,,,88416,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000013003347,,,,98582,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,홍성GS,000000000013003360,,,,62232,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013003366,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,21873,126,F,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013003366,,,,25104,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013003367,,,,41016,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013003368,,,,72925,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013003370,,,,76032,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013003371,,,,99155,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013003372,,,,25104,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013003374,외부 LEAK,부품/자재 불량,분해점검,1958,*,F,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013003374,외부 LEAK,설계/설치불량/연약지반 ,보강/개조/추가설치,4215,49,F,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013003374,오동작/계기불량/작동불량,이물질 ,부품/자재 교체,23863,105,F,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013003374,,,,65256,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013003375,외부 LEAK,부품/자재 불량,분해점검,14113,7,F,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013003375,경보(Alarm)/차압발생,부품/자재 불량,분해점검,43996,11,F,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013003375,,,,40416,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013003376,변형/변색/부식 ,부품/자재 불량,분해점검,58,49,F,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013003376,,,,84696,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013003378,,,,97959,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,서천GS,000000000013003379,,,,59088,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,서천GS,000000000013003381,,,,84576,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,서천GS,000000000013003382,,,,83616,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013003386,외부 LEAK,이완/밀봉/고정 불량,직접입력,1593,*,F,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013003386,이완/풀림/탈락,이완/밀봉/고정 불량,밀봉/조임 작업,1674,*,F,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013003386,오동작/계기불량/작동불량,노후/장기사용,분해점검,17487,26,F,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013003386,,,,77712,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013003387,외부 LEAK,부품/자재 불량,부품/자재 교체,585,29,F,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013003387,,,,82920,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013003388,,,,98191,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013003390,내부 LEAK,부품/자재 불량,부품/자재 교체,2775,1,F,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013003390,외부 LEAK,노후/장기사용,분해점검,10783,10,F,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013003390,,,,77856,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013003391,외부 LEAK,이완/밀봉/고정 불량,분해점검,7024,31,F,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013003391,오동작/계기불량/작동불량,노후/장기사용,분해점검,1291,4,F,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013003391,,,,89328,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013003392,결빙(Icing),이물질 ,분해점검,19481,22,F,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013003392,외부 LEAK,부품/자재 불량,부품/자재 교체,1359,1,F,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013003392,,,,72096,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013003393,정지(Trip)/기동불량/전원불량,부품/자재 불량,부품/자재 교체,164,24,F,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013003393,,,,98917,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013003394,,,,73880,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,전주GS,000000000013003395,,,,62616,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,전주GS,000000000013003397,,,,42816,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,전주GS,000000000013003398,,,,36864,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,김제GS,000000000013003402,,,,30456,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,김제GS,000000000013003404,,,,66600,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,김제GS,000000000013003406,,,,62784,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,정읍GS,000000000013003408,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,53769,334,F,,,,,,,,,,,,,,,,,,,
전북지역본부,정읍GS,000000000013003408,,,,19776,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,정읍GS,000000000013003410,,,,10368,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,가좌GS,000000000013003427,,,,30360,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013003441,,,,96418,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013003447,,,,74688,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013003473,,,,24672,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,군자GS,000000000013003474,,,,25680,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,합정GS,000000000013003481,오동작/계기불량/작동불량,마모(Wear out),부품/자재 교체,313,0,F,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013003596,진동/소음,이완/밀봉/고정 불량,부품/자재 교체,59480,172,F,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013003596,,,,30528,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013003602,,,,81384,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013003603,결빙(Icing),부품/자재 불량,부품/자재 교체,121,*,F,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013003603,,,,98697,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,전주GS,000000000013003605,,,,55824,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013003629,이완/풀림/탈락,이완/밀봉/고정 불량,밀봉/조임 작업,299,*,F,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013003629,,,,97752,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013003703,,,,5136,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013003718,고착 (Stick),노후/장기사용,부품/자재 교체,240,*,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013003721,진동/소음,이물질 ,청소/윤활/코팅 작업,13144,240,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013003747,,,,84912,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,의정부GS,000000000013003817,,,,61920,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,의정부GS,000000000013003819,,,,61920,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,남양주GS,000000000013003823,,,,57504,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,남양주GS,000000000013003825,,,,57504,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,남양주GS,000000000013003827,,,,57504,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013003996,,,,33216,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013004008,직접입력,직접입력,,11605,359,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013004008,,,,48600,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013004009,,,,58512,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013004010,,,,89496,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013004011,오동작/계기불량/작동불량,직접입력,,3571,*,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013004011,,,,67320,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,가좌GS,000000000013004015,,,,19128,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,가좌GS,000000000013004020,,,,28536,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013004025,외부 LEAK,부품/자재 불량,부품/자재 교체,30038,212,F,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013004025,,,,37224,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013004070,,,,36528,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,군자GS,000000000013004072,,,,18360,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,군자GS,000000000013004073,,,,35760,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,홍성GS,000000000013004190,,,,58752,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,전주GS,000000000013004203,,,,28320,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,김제GS,000000000013004205,,,,54048,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,김제GS,000000000013004206,,,,40344,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000014001953,직접입력,직접입력,,9541,358,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000014001953,,,,48600,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000014001954,,,,76728,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000014001957,,,,94632,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000014001958,,,,48144,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000014001959,,,,58512,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산MS,000000000014002093,내부 LEAK,부품/자재 불량,,13809,5,F,,,,,,,,,,,,,,,,,,,
서울지역본부,일산MS,000000000014002093,이물질/오염,이물질 ,분해점검,275,47,F,,,,,,,,,,,,,,,,,,,
인천지역본부,원창GS,000000000014002279,,,,11568,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,원창GS,000000000014002285,,,,30024,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,원창GS,000000000014002286,,,,17016,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,판교GS,000000000014006173,,,,97008,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,판교GS,000000000014006174,,,,97008,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,판교GS,000000000014006175,,,,97008,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,판교GS,000000000014006176,,,,97008,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,판교GS,000000000014006177,이물질/오염,이물질 ,분해점검,13961,*,F,,,,,,,,,,,,,,,,,,,
경기지역본부,판교GS,000000000014006177,,,,82896,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,판교GS,000000000014006178,,,,97008,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,판교GS,000000000014006191,,,,42888,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,판교GS,000000000014006193,,,,42888,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006683,외부 LEAK,노후/장기사용,밀봉/조임 작업,79522,271,F,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006683,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,4691,287,F,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006683,,,,10056,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006684,,,,94824,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006685,,,,94824,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006686,,,,94824,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006687,오동작/계기불량/작동불량,직접입력,분해점검,63610,556,F,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006687,,,,30480,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006688,,,,94824,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006689,,,,94824,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006690,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,64643,173,F,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006690,,,,30024,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006691,,,,94824,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006692,,,,94824,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006693,,,,94824,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006694,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,83555,389,F,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006694,외부 LEAK,이완/밀봉/고정 불량,부품/자재 교체,421,309,F,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006694,,,,10056,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006698,외부 LEAK,노후/장기사용,밀봉/조임 작업,802,246,F,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006698,,,,9528,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006699,,,,10128,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,송도GS,000000000014006718,,,,33144,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000014013361,오동작/계기불량/작동불량,설정값불량/점검불량,직접입력,22186,78,F,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000014013361,,,,69600,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000014013365,,,,70704,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000014013366,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,12471,48,F,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000014013366,,,,79416,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,오산GS,000000000014013461,,,,71712,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013488,오동작/계기불량/작동불량,이완/밀봉/고정 불량,분해점검,8913,341,F,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013488,경보(Alarm)/차압발생,직접입력,시운전 ,41819,216,F,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013488,,,,41304,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013489,,,,88224,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013490,,,,31704,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013491,,,,33384,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013492,,,,92328,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013493,,,,87312,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013496,,,,92328,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013500,,,,92328,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013501,,,,39864,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013502,,,,92328,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013504,오동작/계기불량/작동불량,마모(Wear out),부품/자재 교체,12322,101,F,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000014013504,,,,79992,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000014016033,균열/파손/소손/절단,이물질 ,분해점검,5191,9,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000014016033,,,,85392,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000014016034,,,,85464,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000014016035,이완/풀림/탈락,부품/자재 불량,부품/자재 교체,25119,89,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000014016035,,,,65328,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000014016037,,,,90600,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000014016039,,,,14088,*,C,,,,,,,,,,,,,,,,,,,
